Alabama,Autauga County,114,55050,0.964912281,0.035087719,0,50.7,0
Alabama,Baldwin County,360,199510,0.980555556,0.019444444,0,30.4,0
Alabama,Barbour County,193,26615,0.968911917,0.031088083,0,14.7,0
Alabama,Bibb County,126,22570,1,0,0,25.1,5.5
Alabama,Blount County,183,57705,0.912568306,0.087431694,0,13.1,0
Alabama,Bullock County,138,10550,0.985507246,0.014492754,0,0,0
Alabama,Butler County,188,20280,0.946808511,0.053191489,0,45.3,0
Alabama,Calhoun County,374,115885,0.962566845,0.037433155,0,65.9,29.3
Alabama,Chambers County,184,34020,0.929347826,0.070652174,0,28.9,0
Alabama,Cherokee County,169,25895,0.982248521,0.017751479,0,0,0
Alabama,Chilton County,189,43815,0.984126984,0.015873016,0,59.4,0
Alabama,Choctaw County,153,13285,0.934640523,0.065359477,0,26.7,0
Alabama,Clarke County,155,24845,0.993548387,0.006451613,0,42.9,0
Alabama,Clay County,130,13485,0.915384615,0.084615385,0,28.8,0
Alabama,Cleburne County,165,14990,0.890909091,0.109090909,0,19.7,19.7
Alabama,Coffee County,214,50990,0.985981308,0.014018692,0,4.6,0
Alabama,Colbert County,175,54375,0.988571429,0.011428571,1,70.3,0
Alabama,Conecuh County,226,12695,0.915929204,0.084070796,0,39.1,0
Alabama,Coosa County,129,10865,0.937984496,0.062015504,0,12.9,0
Alabama,Covington County,337,37730,0.96735905,0.03264095,0,29.2,0
Alabama,Crenshaw County,171,13895,0.970760234,0.029239766,0,0,0
Alabama,Cullman County,245,81315,0.946938776,0.053061224,0,24.6,0
Alabama,Dale County,203,49605,1,0,1,53.4,0
Alabama,Dallas County,227,41425,0.969162996,0.030837004,0,110.7,0
Alabama,DeKalb County,300,70935,0.93,0.07,0,39.2,0
Alabama,Elmore County,198,80955,0.96969697,0.03030303,0,16.2,0
Alabama,Escambia County,196,37875,0.964285714,0.035714286,0,89.6,0
Alabama,Etowah County,231,103365,0.956709957,0.043290043,0,59.6,0
Alabama,Fayette County,191,16785,0.989528796,0.010471204,0,20,0
Alabama,Franklin County,194,31575,0.948453608,0.051546392,0,22.9,0
Alabama,Geneva County,205,26765,0.96097561,0.03902439,0,0,0
Alabama,Greene County,206,8585,0.941747573,0.058252427,0,69.2,20
Alabama,Hale County,178,15160,0.926966292,0.073033708,0,20.3,16.9
Alabama,Henry County,133,17185,0.992481203,0.007518797,0,27.5,0
Alabama,Houston County,246,103890,0.991869919,0.008130081,0,73.7,0
Alabama,Jackson County,313,52610,0.942492013,0.057507987,0,83.6,0
Alabama,Jefferson County,1051,659095,0.972407231,0.027592769,1,318.4,41.9
Alabama,Lamar County,181,14065,0.966850829,0.033149171,0,37.8,0
Alabama,Lauderdale County,265,92640,0.928301887,0.071698113,0,16.2,0
Alabama,Lawrence County,214,33435,0.96728972,0.03271028,0,27.8,0
Alabama,Lee County,214,153945,0.953271028,0.046728972,0,60.5,0
Alabama,Limestone County,311,90255,0.971061093,0.028938907,0,42.1,0
Alabama,Lowndes County,157,10565,0.987261146,0.012738854,0,46.7,0
Alabama,Macon County,177,19685,0.870056497,0.129943503,0,26.4,0
Alabama,Madison County,690,349975,0.97826087,0.02173913,1,52.5,4.8
Alabama,Marengo County,203,20065,0.9408867,0.0591133,0,110.6,0
Alabama,Marion County,255,30240,0.980392157,0.019607843,0,21.4,0
Alabama,Marshall County,170,94535,0.911764706,0.088235294,0,16.3,0
Alabama,Mobile County,592,414290,0.971283784,0.028716216,1,151.5,29.9
Alabama,Monroe County,145,21975,0.889655172,0.110344828,0,80.8,0
Alabama,Montgomery County,584,227390,0.98630137,0.01369863,1,99.6,0
Alabama,Morgan County,263,119555,0.984790875,0.015209125,0,40.6,0
Alabama,Perry County,163,9855,0.938650307,0.061349693,0,7.7,0
Alabama,Pickens County,239,20040,0.916317992,0.083682008,0,58,0
Alabama,Pike County,202,33275,0.965346535,0.034653465,0,57.5,0
Alabama,Randolph County,166,22615,0.93373494,0.06626506,0,30.8,0
Alabama,Russell County,205,58635,0.970731707,0.029268293,0,31.7,0
Alabama,Shelby County,343,205950,0.982507289,0.017492711,0,160.9,5
Alabama,St. Clair County,182,86575,0.983516484,0.016483516,0,86.5,21
Alabama,Sumter County,245,13285,0.918367347,0.081632653,0,27.2,27.2
Alabama,Talladega County,243,81055,0.95473251,0.04526749,0,143.7,10.7
Alabama,Tallapoosa County,152,40960,0.881578947,0.118421053,0,33.1,0
Alabama,Tuscaloosa County,480,202470,0.972916667,0.027083333,0,107.1,41.7
Alabama,Walker County,273,65595,0.937728938,0.062271062,0,112,0
Alabama,Washington County,179,16910,0.877094972,0.122905028,0,28.5,0
Alabama,Wilcox County,168,11120,0.839285714,0.160714286,0,53.2,0
Alabama,Winston County,79,24015,0.936708861,0.063291139,0,22.8,0
Alaska,Aleutians East Borough,2,3300,1,0,2,0,0
Alaska,Aleutians West Census Area,0,5715,0,0,3,0,0
Alaska,Anchorage Municipality,129,299320,0.937984496,0.062015504,1,108.6,100.7
Alaska,Bethel Census Area,6,17885,0.833333333,0.166666667,6,0,0
Alaska,Bristol Bay Borough,3,940,0.333333333,0.666666667,1,0,0
Alaska,Denali Borough,23,2125,1,0,0,83.1,80.9
Alaska,Dillingham Census Area,11,4980,0.727272727,0.272727273,1,0,0
Alaska,Fairbanks North Star Borough,98,100150,0.897959184,0.102040816,1,77.4,36.5
Alaska,Haines Borough,13,2530,0.846153846,0.153846154,1,0,0
Alaska,Hoonah-Angoon Census Area,0,2105,0,0,2,0,0
Alaska,Juneau City and Borough,53,32525,0.943396226,0.056603774,1,0,0
Alaska,Kenai Peninsula Borough,86,57635,0.860465116,0.139534884,3,52.9,51.7
Alaska,Ketchikan Gateway Borough,92,13715,0.826086957,0.173913043,1,0,0
Alaska,Kodiak Island Borough,24,13920,0.958333333,0.041666667,1,0,0
Alaska,Kusilvak Census Area,0,7995,0,0,4,0,0
Alaska,Lake and Peninsula Borough,6,1410,1,0,1,0,0
Alaska,Matanuska-Susitna Borough,115,98680,0.939130435,0.060869565,0,201.3,193.8
Alaska,Nome Census Area,30,9880,0.933333333,0.066666667,8,0,0
Alaska,North Slope Borough,48,9680,1,0,5,0,0
Alaska,Northwest Arctic Borough,0,7725,0,0,5,0,0
Alaska,Petersburg Borough,0,3195,0,0,1,0,0
Alaska,Prince of Wales-Hyder Census Area,0,6375,0,0,0,0,0
